dest_id,dest_name,dest_type,source_id,source_name,source_type,edge_type,target_id,target_name,target_type
1976884,Chocolate,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1976884,Chocolate,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1976884,Chocolate,Food
1976988,Breakfast cereal,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1976988,Breakfast cereal,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1976988,Breakfast cereal,Food
1971785,Waffle,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1971785,Waffle,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1971785,Waffle,Food
1976695,Soy milk,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1976695,Soy milk,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1976695,Soy milk,Food
1976927,Other frozen dessert,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1976927,Other frozen dessert,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1976927,Other frozen dessert,Food
1974295,Milkshake,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1974295,Milkshake,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1974295,Milkshake,Food
1975728,Icing,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1975728,Icing,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1975728,Icing,Food
1976534,Pudding,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1976534,Pudding,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1976534,Pudding,Food
1975882,Chocolate mousse,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1975882,Chocolate mousse,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1975882,Chocolate mousse,Food
1974789,Nutritional drink,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1974789,Nutritional drink,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1974789,Nutritional drink,Food
1976356,Coffee mocha,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1976356,Coffee mocha,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1976356,Coffee mocha,Food
1976771,Cocoa powder,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1976771,Cocoa powder,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1976771,Cocoa powder,Food
1976974,Biscuit,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1976974,Biscuit,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1976974,Biscuit,Food
1976744,Other beverage,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1976744,Other beverage,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1976744,Other beverage,Food
1976954,Syrup,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1976954,Syrup,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1976954,Syrup,Food
1973568,Yogurt,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1973568,Yogurt,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1973568,Yogurt,Food
1971838,Junket,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1971838,Junket,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1971838,Junket,Food
1972665,Cream substitute,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1972665,Cream substitute,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1972665,Cream substitute,Food
1976733,Liquor,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1976733,Liquor,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1976733,Liquor,Food
1976930,Frozen yogurt,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1976930,Frozen yogurt,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1976930,Frozen yogurt,Food
1976640,Candy bar,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1976640,Candy bar,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1976640,Candy bar,Food
1972924,Fudge,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1972924,Fudge,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1972924,Fudge,Food
1971858,Coffee,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1971858,Coffee,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1971858,Coffee,Food
1973746,Tea,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1973746,Tea,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1973746,Tea,Food
1972442,Arabica coffee,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1972442,Arabica coffee,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1972442,Arabica coffee,Food
2210609,Lemon,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
2210609,Lemon,Food,1064969,Caffeine,Compound,CONTAINS_FcC,2210609,Lemon,Food
1976746,Cocoa bean,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1064969,Caffeine,Compound
1976746,Cocoa bean,Food,1064969,Caffeine,Compound,CONTAINS_FcC,1976746,Cocoa bean,Food
1971867,Striped mullet,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971867,Striped mullet,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971867,Striped mullet,Food
1972695,Allium (Onion),Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972695,Allium (Onion),Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972695,Allium (Onion),Food
1976867,Pancake,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976867,Pancake,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976867,Pancake,Food
1970924,Green turtle,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1970924,Green turtle,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1970924,Green turtle,Food
1971759,Snow crab,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971759,Snow crab,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971759,Snow crab,Food
1975792,Blue mussel,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1975792,Blue mussel,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1975792,Blue mussel,Food
1971324,Clawed lobster,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971324,Clawed lobster,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971324,Clawed lobster,Food
1976500,Breakfast sandwich,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976500,Breakfast sandwich,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976500,Breakfast sandwich,Food
2210660,Deer,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210660,Deer,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210660,Deer,Food
1974694,Percoidei (Bass and others),Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1974694,Percoidei (Bass and others),Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1974694,Percoidei (Bass and others),Food
1972998,"Anatidae (Duck, Goose, Swan)",Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972998,"Anatidae (Duck, Goose, Swan)",Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972998,"Anatidae (Duck, Goose, Swan)",Food
1976840,Beer,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976840,Beer,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976840,Beer,Food
1972911,Cisco,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972911,Cisco,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972911,Cisco,Food
1975183,Ocean pout,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1975183,Ocean pout,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1975183,Ocean pout,Food
1973367,Pacific oyster,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973367,Pacific oyster,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973367,Pacific oyster,Food
1976789,Sausage,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976789,Sausage,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976789,Sausage,Food
2210564,Walleye,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210564,Walleye,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210564,Walleye,Food
1975700,Macaroni and cheese,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1975700,Macaroni and cheese,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1975700,Macaroni and cheese,Food
1972686,Meat bouillon,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972686,Meat bouillon,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972686,Meat bouillon,Food
1976958,Other bread product,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976958,Other bread product,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976958,Other bread product,Food
1972922,Mountain hare,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972922,Mountain hare,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972922,Mountain hare,Food
1974453,Eggs,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1974453,Eggs,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1974453,Eggs,Food
1971384,Sweet custard,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971384,Sweet custard,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971384,Sweet custard,Food
2210735,Bearded seal,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210735,Bearded seal,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210735,Bearded seal,Food
1971355,Common pea,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971355,Common pea,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971355,Common pea,Food
1972823,Northern pike,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972823,Northern pike,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972823,Northern pike,Food
1974068,Pacific sardine,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1974068,Pacific sardine,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1974068,Pacific sardine,Food
1974488,Albacore tuna,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1974488,Albacore tuna,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1974488,Albacore tuna,Food
1973030,Swordfish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973030,Swordfish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973030,Swordfish,Food
2210593,Atlantic cod,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210593,Atlantic cod,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210593,Atlantic cod,Food
1971957,Pizza,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971957,Pizza,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971957,Pizza,Food
2210781,Domestic goat,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210781,Domestic goat,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210781,Domestic goat,Food
1976391,Red king crab,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976391,Red king crab,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976391,Red king crab,Food
1976772,Other bread,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976772,Other bread,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976772,Other bread,Food
1976670,Vegetarian food,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976670,Vegetarian food,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976670,Vegetarian food,Food
2210737,Bluefish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210737,Bluefish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210737,Bluefish,Food
1976770,Cornbread,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976770,Cornbread,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976770,Cornbread,Food
1976833,Nougat,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976833,Nougat,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976833,Nougat,Food
1976857,Pan dulce,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976857,Pan dulce,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976857,Pan dulce,Food
2210778,Tilefish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210778,Tilefish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210778,Tilefish,Food
1976406,Remoulade,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976406,Remoulade,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976406,Remoulade,Food
1976685,Water,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976685,Water,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976685,Water,Food
1976799,Other animal fat,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976799,Other animal fat,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976799,Other animal fat,Food
1973490,Common octopus,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973490,Common octopus,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973490,Common octopus,Food
2210613,Perciformes (Perch-like fishes),Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210613,Perciformes (Perch-like fishes),Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210613,Perciformes (Perch-like fishes),Food
1976741,Cream,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976741,Cream,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976741,Cream,Food
1976673,Wonton wrapper,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976673,Wonton wrapper,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976673,Wonton wrapper,Food
2210618,Sturgeon,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210618,Sturgeon,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210618,Sturgeon,Food
1973411,Yellowtail amberjack,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973411,Yellowtail amberjack,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973411,Yellowtail amberjack,Food
1975573,Hippoglossus (Common halibut),Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1975573,Hippoglossus (Common halibut),Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1975573,Hippoglossus (Common halibut),Food
2210554,Snail,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210554,Snail,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210554,Snail,Food
1974738,Atlantic wolffish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1974738,Atlantic wolffish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1974738,Atlantic wolffish,Food
1976294,Dungeness crab,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976294,Dungeness crab,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976294,Dungeness crab,Food
1976785,Other sandwich,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976785,Other sandwich,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976785,Other sandwich,Food
1974055,Lasagna,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1974055,Lasagna,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1974055,Lasagna,Food
1976820,Wheat bread,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976820,Wheat bread,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976820,Wheat bread,Food
1972730,Pink salmon,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972730,Pink salmon,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972730,Pink salmon,Food
2209867,"Salmonidae (Salmon, Trout)",Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2209867,"Salmonidae (Salmon, Trout)",Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2209867,"Salmonidae (Salmon, Trout)",Food
1975185,Sablefish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1975185,Sablefish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1975185,Sablefish,Food
1974431,Corn grits,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1974431,Corn grits,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1974431,Corn grits,Food
1976924,Cracker,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976924,Cracker,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976924,Cracker,Food
1975211,Other soy product,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1975211,Other soy product,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1975211,Other soy product,Food
2210703,Jellyfish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210703,Jellyfish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210703,Jellyfish,Food
1976880,Empanada,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976880,Empanada,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976880,Empanada,Food
1975517,True oyster,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1975517,True oyster,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1975517,True oyster,Food
1971802,Spiny lobster,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971802,Spiny lobster,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971802,Spiny lobster,Food
1973778,Tostada,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973778,Tostada,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973778,Tostada,Food
1976776,Ymer,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976776,Ymer,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976776,Ymer,Food
1976322,Leavening agent,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976322,Leavening agent,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976322,Leavening agent,Food
1974537,Cusk,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1974537,Cusk,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1974537,Cusk,Food
1971145,American lobster,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971145,American lobster,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971145,American lobster,Food
1974133,Pacific jack mackerel,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1974133,Pacific jack mackerel,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1974133,Pacific jack mackerel,Food
1976961,Catfish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976961,Catfish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976961,Catfish,Food
1976478,Pot pie,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976478,Pot pie,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976478,Pot pie,Food
1972992,Other fermented milk,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972992,Other fermented milk,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972992,Other fermented milk,Food
1973233,Dolphin fish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973233,Dolphin fish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973233,Dolphin fish,Food
1972491,Rainbow smelt,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972491,Rainbow smelt,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972491,Rainbow smelt,Food
1972720,Snapper,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972720,Snapper,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972720,Snapper,Food
1971531,Hot dog,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971531,Hot dog,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971531,Hot dog,Food
1976489,Popcorn,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976489,Popcorn,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976489,Popcorn,Food
1976532,Rye bread,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976532,Rye bread,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976532,Rye bread,Food
1970962,Pacific cod,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1970962,Pacific cod,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1970962,Pacific cod,Food
1976719,Other snack food,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976719,Other snack food,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976719,Other snack food,Food
