dest_id,dest_name,dest_type,source_id,source_name,source_type,edge_type,target_id,target_name,target_type
1975454,European anchovy,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1975454,European anchovy,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1975454,European anchovy,Food
1974698,Pasta,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1974698,Pasta,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1974698,Pasta,Food
1973111,Milkfish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973111,Milkfish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973111,Milkfish,Food
1974111,Common mushroom,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1974111,Common mushroom,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1974111,Common mushroom,Food
1976911,Potato chip,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976911,Potato chip,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976911,Potato chip,Food
1973808,True sole,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973808,True sole,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973808,True sole,Food
1973135,Burbot,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973135,Burbot,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973135,Burbot,Food
1971048,Garfish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971048,Garfish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971048,Garfish,Food
1976394,Burrito,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976394,Burrito,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976394,Burrito,Food
2210769,Yellowfin tuna,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210769,Yellowfin tuna,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210769,Yellowfin tuna,Food
2210738,Turbot,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210738,Turbot,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210738,Turbot,Food
1976763,Orange roughy,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976763,Orange roughy,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976763,Orange roughy,Food
1975116,Greenland halibut/turbot,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1975116,Greenland halibut/turbot,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1975116,Greenland halibut/turbot,Food
1976397,Milk (Human),Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976397,Milk (Human),Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976397,Milk (Human),Food
1975163,Whitefish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1975163,Whitefish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1975163,Whitefish,Food
1973861,Quail,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973861,Quail,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973861,Quail,Food
1971091,Conch,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971091,Conch,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971091,Conch,Food
1976812,Cichlidae (Tilapia),Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976812,Cichlidae (Tilapia),Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976812,Cichlidae (Tilapia),Food
1975032,Atlantic salmon,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1975032,Atlantic salmon,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1975032,Atlantic salmon,Food
2210676,Blue crab,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210676,Blue crab,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210676,Blue crab,Food
1976357,Chimichanga,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976357,Chimichanga,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976357,Chimichanga,Food
1975474,"Scombridae (Bonito, Mackerel, Tuna)",Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1975474,"Scombridae (Bonito, Mackerel, Tuna)",Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1975474,"Scombridae (Bonito, Mackerel, Tuna)",Food
2210710,Sea trout,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210710,Sea trout,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210710,Sea trout,Food
1976869,Tofu,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976869,Tofu,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976869,Tofu,Food
1971726,Spiny dogfish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971726,Spiny dogfish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971726,Spiny dogfish,Food
1974438,Gefilte fish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1974438,Gefilte fish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1974438,Gefilte fish,Food
2210671,Thunnus (Common tuna),Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210671,Thunnus (Common tuna),Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210671,Thunnus (Common tuna),Food
1976853,Tortilla chip,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976853,Tortilla chip,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976853,Tortilla chip,Food
1976372,Corn chip,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976372,Corn chip,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976372,Corn chip,Food
2229052,Enchilada,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2229052,Enchilada,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2229052,Enchilada,Food
1971885,Greater sturgeon,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971885,Greater sturgeon,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971885,Greater sturgeon,Food
1976674,Common dab,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976674,Common dab,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976674,Common dab,Food
2210680,"Bivalvia (Clam, Mussel, Oyster)",Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210680,"Bivalvia (Clam, Mussel, Oyster)",Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210680,"Bivalvia (Clam, Mussel, Oyster)",Food
1976821,Taco,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976821,Taco,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976821,Taco,Food
2210635,Rainbow trout,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210635,Rainbow trout,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210635,Rainbow trout,Food
1976287,Channel catfish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976287,Channel catfish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976287,Channel catfish,Food
1968956,Beefalo,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1968956,Beefalo,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1968956,Beefalo,Food
1976666,Quesadilla,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976666,Quesadilla,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976666,Quesadilla,Food
2210686,Cuttlefish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210686,Cuttlefish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210686,Cuttlefish,Food
1971492,Painted comber,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971492,Painted comber,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971492,Painted comber,Food
1976438,Scrapple,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976438,Scrapple,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976438,Scrapple,Food
1976048,Scallop,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976048,Scallop,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976048,Scallop,Food
1972167,Northern bluefin tuna,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972167,Northern bluefin tuna,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972167,Northern bluefin tuna,Food
1976723,Anchovy,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976723,Anchovy,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976723,Anchovy,Food
2229054,Milk (Other mammals),Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2229054,Milk (Other mammals),Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2229054,Milk (Other mammals),Food
2210696,Striped bass,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210696,Striped bass,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210696,Striped bass,Food
1976641,Tamale,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976641,Tamale,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976641,Tamale,Food
1971213,Ravioli,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971213,Ravioli,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971213,Ravioli,Food
1976983,Whisky,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976983,Whisky,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976983,Whisky,Food
1976628,Pupusa,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976628,Pupusa,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976628,Pupusa,Food
1974555,Pumpkinseed sunfish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1974555,Pumpkinseed sunfish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1974555,Pumpkinseed sunfish,Food
1976399,"Cow milk, pasteurized, vitamin A + D added, 1% fat",Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976399,"Cow milk, pasteurized, vitamin A + D added, 1% fat",Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976399,"Cow milk, pasteurized, vitamin A + D added, 1% fat",Food
1971706,True frog,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971706,True frog,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971706,True frog,Food
2164723,Hushpuppy,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2164723,Hushpuppy,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2164723,Hushpuppy,Food
1976957,French toast,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976957,French toast,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976957,French toast,Food
2210586,White sucker,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210586,White sucker,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210586,White sucker,Food
1976894,Processed cheese,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976894,Processed cheese,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976894,Processed cheese,Food
1974706,Atlantic mackerel,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1974706,Atlantic mackerel,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1974706,Atlantic mackerel,Food
1973443,Scup,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973443,Scup,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973443,Scup,Food
2210777,Chum salmon,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210777,Chum salmon,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210777,Chum salmon,Food
1976508,Buttermilk,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976508,Buttermilk,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976508,Buttermilk,Food
1976940,Milk (Cow),Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976940,Milk (Cow),Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976940,Milk (Cow),Food
1972049,Lemon sole,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972049,Lemon sole,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972049,Lemon sole,Food
1973393,Other dish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973393,Other dish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973393,Other dish,Food
1974810,Whey,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1974810,Whey,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1974810,Whey,Food
1976332,Evaporated milk,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976332,Evaporated milk,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976332,Evaporated milk,Food
1972648,Potato,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972648,Potato,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972648,Potato,Food
1976739,Soup,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976739,Soup,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976739,Soup,Food
2210716,"Domestic pig (Piglet, Pork)",Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210716,"Domestic pig (Piglet, Pork)",Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210716,"Domestic pig (Piglet, Pork)",Food
2210687,Sheefish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210687,Sheefish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210687,Sheefish,Food
2210740,Monkfish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210740,Monkfish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210740,Monkfish,Food
1971101,Stew,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971101,Stew,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971101,Stew,Food
1973177,Salad dressing,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973177,Salad dressing,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973177,Salad dressing,Food
1972211,Squid,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972211,Squid,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972211,Squid,Food
1976896,Baked beans,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976896,Baked beans,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976896,Baked beans,Food
1976845,Sauce,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976845,Sauce,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976845,Sauce,Food
1976769,Other fish product,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976769,Other fish product,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976769,Other fish product,Food
1976985,Margarine,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976985,Margarine,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976985,Margarine,Food
1976866,Margarine-like spread,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976866,Margarine-like spread,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976866,Margarine-like spread,Food
1972398,Butter,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972398,Butter,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972398,Butter,Food
1976412,"Clupeinae (Herring, Sardine, Sprat)",Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976412,"Clupeinae (Herring, Sardine, Sprat)",Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976412,"Clupeinae (Herring, Sardine, Sprat)",Food
1972531,"Cattle (Beef, Veal)",Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972531,"Cattle (Beef, Veal)",Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972531,"Cattle (Beef, Veal)",Food
1976660,Baked potato,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976660,Baked potato,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976660,Baked potato,Food
1976103,Grouper,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976103,Grouper,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976103,Grouper,Food
2210730,Shrimp,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2210730,Shrimp,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2210730,Shrimp,Food
1976566,Dulce de leche,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976566,Dulce de leche,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976566,Dulce de leche,Food
1975731,Crab,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1975731,Crab,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1975731,Crab,Food
1975836,Common carp,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1975836,Common carp,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1975836,Common carp,Food
1975493,Pacific rockfish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1975493,Pacific rockfish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1975493,Pacific rockfish,Food
1973380,Skipjack tuna,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973380,Skipjack tuna,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973380,Skipjack tuna,Food
1976759,Bagel,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976759,Bagel,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976759,Bagel,Food
1976348,Unclassified food or beverage,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976348,Unclassified food or beverage,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976348,Unclassified food or beverage,Food
1971012,Lake trout,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971012,Lake trout,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971012,Lake trout,Food
1974041,Eastern oyster,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1974041,Eastern oyster,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1974041,Eastern oyster,Food
1973656,Atlantic halibut,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973656,Atlantic halibut,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973656,Atlantic halibut,Food
1976951,Atlantic herring,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976951,Atlantic herring,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976951,Atlantic herring,Food
1976897,Cheese,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976897,Cheese,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976897,Cheese,Food
1976604,Other pasta dish,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976604,Other pasta dish,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976604,Other pasta dish,Food
1976901,Chili,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976901,Chili,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976901,Chili,Food
1974135,Freshwater drum,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1974135,Freshwater drum,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1974135,Freshwater drum,Food
1976702,Dried milk,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976702,Dried milk,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976702,Dried milk,Food
1972047,Rabbit,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972047,Rabbit,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972047,Rabbit,Food
1975458,Anguilliformes (Eel),Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1975458,Anguilliformes (Eel),Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1975458,Anguilliformes (Eel),Food
1973291,Atlantic pollock,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973291,Atlantic pollock,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973291,Atlantic pollock,Food
1970912,Pollock,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1970912,Pollock,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1970912,Pollock,Food
1976576,Fish burger,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976576,Fish burger,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976576,Fish burger,Food
1976919,Potato bread,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976919,Potato bread,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976919,Potato bread,Food
1973776,Norway lobster,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973776,Norway lobster,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973776,Norway lobster,Food
1974384,Spot croaker,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1974384,Spot croaker,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1974384,Spot croaker,Food
1972584,Sheepshead,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972584,Sheepshead,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972584,Sheepshead,Food
1973606,Haddock,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973606,Haddock,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973606,Haddock,Food
1976913,Topping,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976913,Topping,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976913,Topping,Food
2164729,Egg substitute,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
2164729,Egg substitute,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,2164729,Egg substitute,Food
1971062,"Pleuronectidae (Dab, Halibut, Plaice)",Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1971062,"Pleuronectidae (Dab, Halibut, Plaice)",Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1971062,"Pleuronectidae (Dab, Halibut, Plaice)",Food
1976667,Kefir,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976667,Kefir,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976667,Kefir,Food
1973688,Sockeye salmon,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1973688,Sockeye salmon,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1973688,Sockeye salmon,Food
1972462,Whiting,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1972462,Whiting,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1972462,Whiting,Food
1976929,Smelt,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
1976929,Smelt,Food,1373875,Cyanocobalamin,Compound,CONTAINS_FcC,1976929,Smelt,Food
1976521,Fruit-flavor drink,Food,2171544,Alzheimer's disease,Disease,TREATS_CtD,1373875,Cyanocobalamin,Compound
